Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
2AEC6B      11    No     002750E2-002750F7       16
2AEC7C      10    Yes    002750F8-002750FF        8
2AEC8C       8    No     00275100-0027510C        D
2AEC94      18    Yes    0027510D-00275114        8
2AECAC       8    No     00275115-00275121        D
2AECB4      53    Yes    00275122-00275129        8
2AED07       5    No     0027512A-00275133        A
2AED0C      1B    Yes    00275134-0027513B        8
2AED27      1D    No     0027513C-0027515D       22
2AED44      13    Yes    0027515E-00275165        8
2AED57      3D    No     00275166-002751A7       42
2AED94      18    Yes    002751A8-002751AF        8
2AEDAC      A8    No     002751B0-0027525C       AD
2AEE54      14    Yes    0027525D-00275264        8
2AEE68       4    No     00275265-0027526D        9
2AEE6C      20    Yes    0027526E-00275275        8
2AEE8C      14    No     00275276-0027528E       19
2AEEA0       F    Yes    0027528F-00275296        8
2AEEAF      11    No     00275297-002752AC       16
2AEEC0       C    Yes    002752AD-002752B4        8
2AEECF      3D    No     002752B5-002752F6       42
2AEF0C      20    Yes    002752F7-002752FE        8
2AEF2C       8    No     002752FF-0027530B        D
2AEF34      1B    Yes    0027530C-00275313        8
2AEF4F       5    No     00275314-0027531D        A
2AEF54      18    Yes    0027531E-00275325        8
2AEF70       1    No     00275326-0027532B        6
2AEF72      35    Yes    0027532C-00275333        8
2AEFA7      15    No     00275334-0027534D       1A
2AEFC4       8    Yes    0027534E-00275355        8
2AEFCF       D    No     00275356-00275367       12
2AEFE4       8    Yes    00275368-0027536F        8
2AEFEF       9    No     00275370-0027537D        E
2AEFF8      13    Yes    0027537E-00275385        8
2AF00B      55    No     00275386-002753DF       5A
2AF0B8      68    No     002753E0-0027544C       6D
2AF12C      20    No     0027544D-00275471       25
2AF153      72    No     00275472-002754E8       77
2AF1CB      1A    No     002754E9-00275507       1F
2AF1EB      11    No     00275508-0027551D       16
2AF20C      1C    No     0027551E-0027553E       21
2AF28C     100    No     0027553F-00275643      105
2AF39C      48    No     00275644-00275690       4D
2AF3EC      28    No     00275691-002756BD       2D
2AF41B      3B    No     002756BE-002756FD       40
2AF45C       8    No     002756FE-0027570A        D
2AF46C       A    No     0027570B-00275719        F
2AF47C      68    No     0027571A-00275786       6D
2AF4EC       8    No     00275787-00275793        D
2AF4FC      67    No     00275794-002757FF       6C
2AF56C       A    No     00275800-0027580E        F
2AF57C       A    No     0027580F-0027581D        F
2AF58C      E8    No     0027581E-0027590A       ED
2AF67C     17A    No     0027590B-00275A89      17F
2AF7FC      78    No     00275A8A-00275B06       7D
2AF88C      30    No     00275B07-00275B3B       35
2AF90C      10    No     00275B3C-00275B50       15
2AF92F       1    No     00275B51-00275B56        6
2AF93B       5    No     00275B57-00275B60        A
2AF95F       1    No     00275B61-00275B66        6
2AF983       9    No     00275B67-00275B74        E
2AF99F      11    No     00275B75-00275B8A       16
2AF9C7       D    No     00275B8B-00275B9C       12
2AF9E7       1    No     00275B9D-00275BA2        6
2AFA07       1    No     00275BA3-00275BA8        6
2AFA3F      15    No     00275BA9-00275BC2       1A
2AFA5F       9    No     00275BC3-00275BD0        E
2AFA7F      E9    No     00275BD1-00275CBE       EE
2AFB70       8    No     00275CBF-00275CCB        D
2AFB80      58    No     00275CCC-00275D28       5D
2AFBE0      AC    No     00275D29-00275DD9       B1
2AFC9D     2A3    No     00275DDA-00276081      2A8
2AFF40       C    Yes    00276082-00276089        8
2AFF50      A0    No     0027608A-0027612E       A5
2AFFF3       D    Yes    0027612F-00276136        8
2B0000      70    No     00276137-002761AB       75
2B0073      12    Yes    002761AC-002761B3        8
2B0088       8    No     002761B4-002761C0        D
2B0090      14    Yes    002761C1-002761C8        8
2B00A8       5    No     002761C9-002761D2        A
2B00AF      15    Yes    002761D3-002761DA        8
2B00C4       1    No     002761DB-002761E0        6
2B00C7       9    Yes    002761E1-002761E8        8
2B00D3       D    No     002761E9-002761FA       12
2B00EB       5    Yes    002761FB-00276202        8
2B00F7       1    No     00276203-00276208        6
2B0117      6A    Yes    00276209-00276210        8
2B0184       8    No     00276211-0027621D        D
2B0193      11    Yes    0027621E-00276225        8
2B01AB       9    No     00276226-00276233        E
2B01BF       1    No     00276234-00276239        6
2B01CB       5    Yes    0027623A-00276241        8
2B01D8       1    No     00276242-00276247        6
2B01EB      31    No     00276248-0027627D       36
2B0227      11    Yes    0027627E-00276285        8
2B023C      50    No     00276286-002762DA       55
2B028C      10    Yes    002762DB-002762E2        8
2B029C      74    No     002762E3-0027635B       79
2B0317       D    Yes    0027635C-00276363        8
2B0324      68    No     00276364-002763D0       6D
2B0393       9    Yes    002763D1-002763D8        8
2B039C     19C    No     002763D9-00276579      1A1
2B053B      11    Yes    0027657A-00276581        8
2B054C      70    No     00276582-002765F6       75
2B05BF       D    Yes    002765F7-002765FE        8
2B05CC      20    No     002765FF-00276623       25
2B05F8       1    No     00276624-00276629        6
2B064C      10    No     0027662A-0027663E       15
2B06CC      10    No     0027663F-00276653       15
2B0703       1    No     00276654-00276659        6
2B0713       1    No     0027665A-0027665F        6
2B0723       1    No     00276660-00276665        6
2B072B       9    No     00276666-00276673        E
2B0743       1    No     00276674-00276679        6
2B074B       9    No     0027667A-00276687        E
2B075B       1    No     00276688-0027668D        6
2B0763      11    No     0027668E-002766A3       16
2B077F       9    No     002766A4-002766B1        E
2B078F       9    No     002766B2-002766BF        E
2B07A7       2    No     002766C0-002766C6        7
2B07AF       1    No     002766C7-002766CC        6
2B07BF      11    No     002766CD-002766E2       16
2B07DB       1    No     002766E3-002766E8        6
2B0814     624    No     002766E9-00276D11      629
2B0E38      10    Yes    00276D12-00276D19        8
2B0E48      70    No     00276D1A-00276D8E       75
2B0EB8      30    Yes    00276D8F-00276D96        8
2B0EE8     190    No     00276D97-00276F2B      195
2B1078      57    Yes    00276F2C-00276F33        8
2B10CF       D    No     00276F34-00276F45       12
2B10DC      13    Yes    00276F46-00276F4D        8
2B10EF       9    No     00276F4E-00276F5B        E
2B10FC      38    Yes    00276F5C-00276F63        8
2B1134       1    No     00276F64-00276F69        6
2B1135      1E    Yes    00276F6A-00276F71        8
2B1153      45    No     00276F72-00276FBB       4A
2B1198      17    Yes    00276FBC-00276FC3        8
2B11AF       9    No     00276FC4-00276FD1        E
2B11B8      17    Yes    00276FD2-00276FD9        8
2B11CF       9    No     00276FDA-00276FE7        E
2B11DC      10    Yes    00276FE8-00276FEF        8
2B11EC      4C    No     00276FF0-00277040       51
2B123C      2C    Yes    00277041-00277048        8
2B126B      25    No     00277049-00277072       2A
2B1290      10    Yes    00277073-0027707A        8
2B12A0     94A    No     0027707B-002779C9      94F
2B1BF8     378    No     002779CA-00277D46      37D
2B1F70      10    Yes    00277D47-00277D4E        8
2B1F80      B0    No     00277D4F-00277E03       B5
2B2030      14    Yes    00277E04-00277E0B        8
2B2047       9    No     00277E0C-00277E19        E
2B2050      1B    Yes    00277E1A-00277E21        8
2B206B      35    No     00277E22-00277E5B       3A
2B20A0      13    Yes    00277E5C-00277E63        8
2B20B3      11    No     00277E64-00277E79       16
2B20C4      2F    Yes    00277E7A-00277E81        8
2B20F3     241    No     00277E82-002780C7      246
2B233B      25    No     002780C8-002780F1       2A
2B2360       F    Yes    002780F2-002780F9        8
2B236F      19    No     002780FA-00278117       1E
2B2388       F    Yes    00278118-0027811F        8
2B2398     61C    No     00278120-00278740      621
2B29BA      67    No     00278741-002787AC       6C
2B2A27      9B    No     002787AD-0027884C       A0
2B2AC8     2A8    No     0027884D-00278AF9      2AD
2B2D78      79    No     00278AFA-00278B77       7E
2B2DF8       8    No     00278B78-00278B84        D
2B2E07      11    No     00278B85-00278B9A       16
2B2E20      15    No     00278B9B-00278BB4       1A
2B2E3F      19    No     00278BB5-00278BD2       1E
2B2E67       D    Yes    00278BD3-00278BDA        8
2B2E74       8    No     00278BDB-00278BE7        D
2B2E90      14    No     00278BE8-00278C00       19
2B2EB7       5    Yes    00278C01-00278C08        8
2B2EC7      15    No     00278C09-00278C22       1A
2B2EE4      1D    No     00278C23-00278C44       22
2B2F07       6    Yes    00278C45-00278C4C        8
2B2F10       D    No     00278C4D-00278C5E       12
2B2F1F      35    Yes    00278C5F-00278C66        8
2B2F54       4    No     00278C67-00278C6F        9
2B2F5B       9    Yes    00278C70-00278C77        8
2B2F67      11    No     00278C78-00278C8D       16
2B2F7B       D    Yes    00278C8E-00278C95        8
2B2F88       1    No     00278C96-00278C9B        6
2B2F8F      11    No     00278C9C-00278CB1       16
2B2FA8      30    No     00278CB2-00278CE6       35
2B2FE0       5    No     00278CE7-00278CF0        A
2B2FEF       1    No     00278CF1-00278CF6        6
2B3014       4    No     00278CF7-00278CFF        9
2B3023       9    Yes    00278D00-00278D07        8
2B3033       5    No     00278D08-00278D11        A
2B3044       9    No     00278D12-00278D1F        E
2B3058      20    No     00278D20-00278D44       25
2B3080       1    No     00278D45-00278D4A        6
2B3087       D    Yes    00278D4B-00278D52        8
2B3098      1D    No     00278D53-00278D74       22
2B30B8      10    Yes    00278D75-00278D7C        8
2B30C8     890    No     00278D7D-00279611      895
2B3960      18    No     00279612-0027962E       1D
2B3980      30    No     0027962F-00279663       35
2B39B7      79    No     00279664-002796E1       7E
2B3A37     3D9    No     002796E2-00279ABF      3DE
2B3E10      28    Yes    00279AC0-00279AC7        8
2B3E38      70    No     00279AC8-00279B3C       75
2B3EA8      10    Yes    00279B3D-00279B44        8
2B3EB8      BA    No     00279B45-00279C03       BF
2B3F72      16    Yes    00279C04-00279C0B        8
2B3F88      30    No     00279C0C-00279C40       35
2B3FB8      13    Yes    00279C41-00279C48        8
2B3FCB       1    No     00279C49-00279C4E        6
2B3FCC      3C    Yes    00279C4F-00279C56        8
2B4008       1    No     00279C57-00279C5C        6
2B4009      3A    Yes    00279C5D-00279C64        8
2B4043       5    No     00279C65-00279C6E        A
2B404F      29    No     00279C6F-00279C9C       2E
2B4078      37    Yes    00279C9D-00279CA4        8
2B40AF       9    No     00279CA5-00279CB2        E
2B40B8       F    Yes    00279CB3-00279CBA        8
2B40C7       D    No     00279CBB-00279CCC       12
2B40D4      10    Yes    00279CCD-00279CD4        8
2B40E4       8    No     00279CD5-00279CE1        D
2B40EC       C    Yes    00279CE2-00279CE9        8
2B40FB      21    No     00279CEA-00279D0F       26
2B4120       C    Yes    00279D10-00279D17        8
2B412C       4    No     00279D18-00279D20        9
2B4130      1C    Yes    00279D21-00279D28        8
2B414F       9    No     00279D29-00279D36        E
2B4158      1F    Yes    00279D37-00279D3E        8
2B4177       1    No     00279D3F-00279D44        6
2B4180      17    Yes    00279D45-00279D4C        8
2B4197      1D    No     00279D4D-00279D6E       22
2B41B4      37    Yes    00279D6F-00279D76        8
2B41EB       5    No     00279D77-00279D80        A
2B41F0      34    Yes    00279D81-00279D88        8
2B4224       1    No     00279D89-00279D8E        6
2B4225      13    Yes    00279D8F-00279D96        8
2B4238      31    No     00279D97-00279DCC       36
2B426A       E    Yes    00279DCD-00279DD4        8
2B4278      11    No     00279DD5-00279DEA       16
2B4289       F    Yes    00279DEB-00279DF2        8
2B4298     738    No     00279DF3-0027A52F      73D
2B49D8      79    No     0027A530-0027A5AD       7E
2B4A58     1F8    No     0027A5AE-0027A7AA      1FD
2B4C57      19    No     0027A7AB-0027A7C8       1E
2B4C78      78    No     0027A7C9-0027A845       7D
2B4CF8      58    No     0027A846-0027A8A2       5D
2B4D57     1D1    No     0027A8A3-0027AA78      1D6
2B4F28      3F    Yes    0027AA79-0027AA80        8
2B4F68       8    No     0027AA81-0027AA8D        D
2B4F7C      24    Yes    0027AA8E-0027AA95        8
2B4FA0       4    No     0027AA96-0027AA9E        9
2B4FA4       F    Yes    0027AA9F-0027AAA6        8
2B4FB4       4    No     0027AAA7-0027AAAF        9
2B4FBC       F    Yes    0027AAB0-0027AAB7        8
2B4FCB       1    No     0027AAB8-0027AABD        6
2B4FDB       9    Yes    0027AABE-0027AAC5        8
2B4FEF      3D    Yes    0027AAC6-0027AACD        8
2B5030       1    No     0027AACE-0027AAD3        6
2B503C      1F    Yes    0027AAD4-0027AADB        8
2B505B      1D    No     0027AADC-0027AAFD       22
2B507C       8    Yes    0027AAFE-0027AB05        8
2B5087       1    No     0027AB06-0027AB0B        6
2B508C       8    Yes    0027AB0C-0027AB13        8
2B5097       1    No     0027AB14-0027AB19        6
2B509C       8    Yes    0027AB1A-0027AB21        8
2B50AB      3E    No     0027AB22-0027AB64       43
2B50EC      18    Yes    0027AB65-0027AB6C        8
2B510D      24    No     0027AB6D-0027AB95       29
2B5131      1A    Yes    0027AB96-0027AB9D        8
2B514B       1    No     0027AB9E-0027ABA3        6
2B514C       F    Yes    0027ABA4-0027ABAB        8
2B515B       9    No     0027ABAC-0027ABB9        E
2B516C       8    Yes    0027ABBA-0027ABC1        8
2B5178       C    No     0027ABC2-0027ABD2       11
2B518C      1B    Yes    0027ABD3-0027ABDA        8
2B51A7       5    No     0027ABDB-0027ABE4        A
2B51AC      38    Yes    0027ABE5-0027ABEC        8
2B51E4       8    No     0027ABED-0027ABF9        D
2B51EC      1C    Yes    0027ABFA-0027AC01        8
2B5208       4    No     0027AC02-0027AC0A        9
2B520C      27    Yes    0027AC0B-0027AC12        8
2B5233      21    No     0027AC13-0027AC38       26
2B525C      18    Yes    0027AC39-0027AC40        8
2B5278     13B    No     0027AC41-0027AD80      140
2B53BA     2DE    No     0027AD81-0027B063      2E3
2B569C      28    Yes    0027B064-0027B06B        8
2B56C4      10    No     0027B06C-0027B080       15
2B56D4      1F    Yes    0027B081-0027B088        8
2B56F3       5    No     0027B089-0027B092        A
2B56F8       F    Yes    0027B093-0027B09A        8
2B5707       D    No     0027B09B-0027B0AC       12
2B5716      14    Yes    0027B0AD-0027B0B4        8
2B572C       C    No     0027B0B5-0027B0C5       11
2B573C      13    Yes    0027B0C6-0027B0CD        8
2B574F      15    No     0027B0CE-0027B0E7       1A
2B576C      18    Yes    0027B0E8-0027B0EF        8
2B5789     537    No     0027B0F0-0027B62B      53C
2B5CC8     480    No     0027B62C-0027BAB0      485
2B6150     128    No     0027BAB1-0027BBDD      12D
2B627C      1B    Yes    0027BBDE-0027BBE5        8
2B6297       5    No     0027BBE6-0027BBEF        A
2B629C      1C    Yes    0027BBF0-0027BBF7        8
2B62B8       4    No     0027BBF8-0027BC00        9
2B62BC      1C    Yes    0027BC01-0027BC08        8
2B62E0      38    No     0027BC09-0027BC45       3D
2B6320       8    Yes    0027BC46-0027BC4D        8
2B6330       8    No     0027BC4E-0027BC5A        D
2B6340      48    Yes    0027BC5B-0027BC62        8
2B6388      10    No     0027BC63-0027BC77       15
2B639C      28    Yes    0027BC78-0027BC7F        8
2B63C4      11    No     0027BC80-0027BC95       16
2B63D5      23    Yes    0027BC96-0027BC9D        8
2B63F8       4    No     0027BC9E-0027BCA6        9
2B63FC      14    Yes    0027BCA7-0027BCAE        8
2B6410      28    No     0027BCAF-0027BCDB       2D
2B6438      1B    Yes    0027BCDC-0027BCE3        8
2B6453       5    No     0027BCE4-0027BCED        A
2B6458      1B    Yes    0027BCEE-0027BCF5        8
2B6473       5    No     0027BCF6-0027BCFF        A
2B6479       E    Yes    0027BD00-0027BD07        8
2B6487       D    No     0027BD08-0027BD19       12
2B6494      1F    Yes    0027BD1A-0027BD21        8
2B64B3      85    No     0027BD22-0027BDAB       8A
2B6538      16    Yes    0027BDAC-0027BDB3        8
2B6550      98    No     0027BDB4-0027BE50       9D
2B65F0      C8    No     0027BE51-0027BF1D       CD
2B66C0       9    No     0027BF1E-0027BF2B        E
2B66CF       9    No     0027BF2C-0027BF39        E
2B66E0      38    No     0027BF3A-0027BF76       3D
2B671F      29    No     0027BF77-0027BFA4       2E
2B6750       8    No     0027BFA5-0027BFB1        D
2B6760       8    No     0027BFB2-0027BFBE        D
2B6770       8    No     0027BFBF-0027BFCB        D
2B6780      28    No     0027BFCC-0027BFF8       2D
2B67B0      D8    No     0027BFF9-0027C0D5       DD
2B688F      1B    No     0027C0D6-0027C0F5       20
2B68B0       8    No     0027C0F6-0027C102        D
2B68C0      68    No     0027C103-0027C16F       6D
2B6930       8    No     0027C170-0027C17C        D
2B6940       8    No     0027C17D-0027C189        D
2B6950      FA    No     0027C18A-0027C288       FF
2B6A50      58    No     0027C289-0027C2E5       5D
2B6AB0     708    No     0027C2E6-0027C9F2      70D
2B71B8      10    Yes    0027C9F3-0027C9FA        8
2B71C8       4    No     0027C9FB-0027CA03        9
2B71CC      1B    Yes    0027CA04-0027CA0B        8
2B71E7       5    No     0027CA0C-0027CA15        A
2B71EC      4C    Yes    0027CA16-0027CA1D        8
2B723B      11    No     0027CA1E-0027CA33       16
2B724C      27    Yes    0027CA34-0027CA3B        8
2B7273       1    No     0027CA3C-0027CA41        6
2B7274      33    Yes    0027CA42-0027CA49        8
2B72A7       9    No     0027CA4A-0027CA57        E
2B72B0      4B    Yes    0027CA58-0027CA5F        8
2B72FB      11    No     0027CA60-0027CA75       16
2B730C       F    Yes    0027CA76-0027CA7D        8
2B731B      1D    No     0027CA7E-0027CA9F       22
2B7338      54    Yes    0027CAA0-0027CAA7        8
2B7390       1    No     0027CAA8-0027CAAD        6
2B739B      31    Yes    0027CAAE-0027CAB5        8
2B73D3       2    No     0027CAB6-0027CABC        7
2B73DB       D    Yes    0027CABD-0027CAC4        8
2B73E8       1    No     0027CAC5-0027CACA        6
2B73F3       5    Yes    0027CACB-0027CAD2        8
2B741B      12    No     0027CAD3-0027CAE9       17
2B7437      16    No     0027CAEA-0027CB04       1B
2B7457       A    No     0027CB05-0027CB13        F
2B7467       1    No     0027CB14-0027CB19        6
2B7474       1    No     0027CB1A-0027CB1F        6
2B7483       2    No     0027CB20-0027CB26        7
2B748F       9    No     0027CB27-0027CB34        E
2B7498       D    Yes    0027CB35-0027CB3C        8
2B74A8       1    No     0027CB3D-0027CB42        6
2B74BB       5    Yes    0027CB43-0027CB4A        8
2B74C7       6    No     0027CB4B-0027CB55        B
2B74D8       9    No     0027CB56-0027CB63        E
2B74E8      98    No     0027CB64-0027CC00       9D
2B7588      18    No     0027CC01-0027CC1D       1D
2B75B0     2C4    No     0027CC1E-0027CEE6      2C9
2B787C      5D    Yes    0027CEE7-0027CEEE        8
2B78D9     24D    No     0027CEEF-0027D140      252
2B7B2C       B    Yes    0027D141-0027D148        8
2B7B37       9    No     0027D149-0027D156        E
2B7B40      1B    Yes    0027D157-0027D15E        8
2B7B5B       5    No     0027D15F-0027D168        A
2B7B60      7B    Yes    0027D169-0027D170        8
2B7BDB      29    No     0027D171-0027D19E       2E
2B7C04      3B    Yes    0027D19F-0027D1A6        8
2B7C3F       9    No     0027D1A7-0027D1B4        E
2B7C4C      13    Yes    0027D1B5-0027D1BC        8
2B7C5F       9    No     0027D1BD-0027D1CA        E
2B7C68      17    Yes    0027D1CB-0027D1D2        8
2B7C7F       1    No     0027D1D3-0027D1D8        6
2B7C80      1F    Yes    0027D1D9-0027D1E0        8
2B7C9F      1D    No     0027D1E1-0027D202       22
2B7CBC       8    Yes    0027D203-0027D20A        8
2B7CCC      38    No     0027D20B-0027D247       3D
2B7D04      10    Yes    0027D248-0027D24F        8
2B7D14      70    No     0027D250-0027D2C4       75
2B7D84      10    Yes    0027D2C5-0027D2CC        8
2B7D94      D6    No     0027D2CD-0027D3A7       DB
2B7E74      50    No     0027D3A8-0027D3FC       55
2B7EC4      10    Yes    0027D3FD-0027D404        8
2B7ED4      70    No     0027D405-0027D479       75
2B7F44      10    Yes    0027D47A-0027D481        8
2B7F54      50    No     0027D482-0027D4D6       55
2B7FAC       8    No     0027D4D7-0027D4E3        D
2B7FBC      68    No     0027D4E4-0027D550       6D
2B802A       A    No     0027D551-0027D55F        F
2B803C      78    No     0027D560-0027D5DC       7D
2B80BC      68    No     0027D5DD-0027D649       6D
2B8126       E    Yes    0027D64A-0027D651        8
2B8134      40    No     0027D652-0027D696       45
2B8174      28    Yes    0027D697-0027D69E        8
2B819C       8    No     0027D69F-0027D6AB        D
2B81A6      16    Yes    0027D6AC-0027D6B3        8
2B81BC      40    No     0027D6B4-0027D6F8       45
2B81FC      17    Yes    0027D6F9-0027D700        8
2B8213     139    No     0027D701-0027D83E      13E
2B834C       8    Yes    0027D83F-0027D846        8
2B835D       7    No     0027D847-0027D852        C
2B836A      1A    No     0027D853-0027D871       1F
2B838C     468    No     0027D872-0027DCDE      46D
2B87F4      1F    Yes    0027DCDF-0027DCE6        8
2B8813       9    No     0027DCE7-0027DCF4        E
2B881C      17    Yes    0027DCF5-0027DCFC        8
2B8833       1    No     0027DCFD-0027DD02        6
2B883C       F    Yes    0027DD03-0027DD0A        8
2B884B       D    No     0027DD0B-0027DD1C       12
2B8858      13    Yes    0027DD1D-0027DD24        8
2B886B      BD    No     0027DD25-0027DDE6       C2
2B8928      10    Yes    0027DDE7-0027DDEE        8
2B8938     17C    No     0027DDEF-0027DF6F      181
2B8ABA      36    No     0027DF70-0027DFAA       3B
2B8AF8       8    No     0027DFAB-0027DFB7        D
2B8B08       8    No     0027DFB8-0027DFC4        D
2B8B18      48    No     0027DFC5-0027E011       4D
2B8B68      18    No     0027E012-0027E02E       1D
2B8B88       8    No     0027E02F-0027E03B        D
2B8B98       8    No     0027E03C-0027E048        D
2B8BA8       8    No     0027E049-0027E055        D
2B8BB8       8    No     0027E056-0027E062        D
2B8BC8       8    No     0027E063-0027E06F        D
2B8BD8       8    No     0027E070-0027E07C        D
2B8BEF       9    Yes    0027E07D-0027E084        8
2B8BF8      68    No     0027E085-0027E0F1       6D
2B8C63      25    Yes    0027E0F2-0027E0F9        8
2B8C88      A0    No     0027E0FA-0027E19E       A5
2B8D2B      2D    Yes    0027E19F-0027E1A6        8
2B8D58       4    No     0027E1A7-0027E1AF        9
2B8D67       1    No     0027E1B0-0027E1B5        6
2B8D7B       1    No     0027E1B6-0027E1BB        6
2B8D87       1    No     0027E1BC-0027E1C1        6
2B8D9B       1    No     0027E1C2-0027E1C7        6
2B8DAB       1    No     0027E1C8-0027E1CD        6
2B8DBB      21    Yes    0027E1CE-0027E1D5        8
2B8DEB       2    No     0027E1D6-0027E1DC        7
2B8DFB       1    No     0027E1DD-0027E1E2        6
2B8E04       1    No     0027E1E3-0027E1E8        6
2B8E0B       2    No     0027E1E9-0027E1EF        7
2B8E13       5    Yes    0027E1F0-0027E1F7        8
2B8E24       1    No     0027E1F8-0027E1FD        6
2B8E2B       A    Yes    0027E1FE-0027E205        8
2B8E38      69    No     0027E206-0027E273       6E
2B8EA7      29    No     0027E274-0027E2A1       2E
2B8ED8      18    No     0027E2A2-0027E2BE       1D
2B8EF8      18    No     0027E2BF-0027E2DB       1D
2B8F18      E1    No     0027E2DC-0027E3C1       E6
2B8FFF      19    Yes    0027E3C2-0027E3C9        8
2B9018      29    No     0027E3CA-0027E3F7       2E
2B9050       D    Yes    0027E3F8-0027E3FF        8
2B908B       9    No     0027E400-0027E40D        E
2B909C       C    No     0027E40E-0027E41E       11
2B90B3       9    No     0027E41F-0027E42C        E
2B90C4      1C    Yes    0027E42D-0027E434        8
2B90E0      EA    No     0027E435-0027E523       EF
2B91CA      16    Yes    0027E524-0027E52B        8
2B91E0      48    No     0027E52C-0027E578       4D
2B9230      78    No     0027E579-0027E5F5       7D
2B92B0      78    No     0027E5F6-0027E672       7D
2B9328      14    Yes    0027E673-0027E67A        8
2B9340      70    No     0027E67B-0027E6EF       75
2B93B3       6    Yes    0027E6F0-0027E6F7        8
2B93C8       4    No     0027E6F8-0027E700        9
2B93D3       2    No     0027E701-0027E707        7
2B93EB       1    No     0027E708-0027E70D        6
2B93F3       9    Yes    0027E70E-0027E715        8
2B93FC       1    No     0027E716-0027E71B        6
2B93FF       E    Yes    0027E71C-0027E723        8
2B9413      35    No     0027E724-0027E75D       3A
2B9450      18    No     0027E75E-0027E77A       1D
2B9470     340    No     0027E77B-0027EABF      345
2B97B0      28    Yes    0027EAC0-0027EAC7        8
2B97D8      F8    No     0027EAC8-0027EBC4       FD
2B98D6      42    No     0027EBC5-0027EC0B       47
2B991E      CA    No     0027EC0C-0027ECDA       CF
2B99E8      20    Yes    0027ECDB-0027ECE2        8
2B9A08       C    No     0027ECE3-0027ECF3       11
2B9A14      18    Yes    0027ECF4-0027ECFB        8
2B9A30      38    No     0027ECFC-0027ED38       3D
2B9A68      17    Yes    0027ED39-0027ED40        8
2B9A7F       9    No     0027ED41-0027ED4E        E
2B9A88      13    Yes    0027ED4F-0027ED56        8
2B9A9B      11    No     0027ED57-0027ED6C       16
2B9AAC       F    Yes    0027ED6D-0027ED74        8
2B9ABB      21    No     0027ED75-0027ED9A       26
2B9AE7      61    No     0027ED9B-0027EE00       66
2B9B4F       1    No     0027EE01-0027EE06        6
2B9B5B       1    No     0027EE07-0027EE0C        6
2B9B63       5    No     0027EE0D-0027EE16        A
2B9B73       2    No     0027EE17-0027EE1D        7
2B9B84       1    No     0027EE1E-0027EE23        6
2B9B8F       1    No     0027EE24-0027EE29        6
2B9BA0       1    No     0027EE2A-0027EE2F        6
2B9BA7       2    No     0027EE30-0027EE36        7
2B9BAF       1    No     0027EE37-0027EE3C        6
2B9BC4       1    No     0027EE3D-0027EE42        6
2B9BCB       1    No     0027EE43-0027EE48        6
2B9BD7       9    No     0027EE49-0027EE56        E
2B9BF8      18    No     0027EE57-0027EE73       1D
2B9C18      48    No     0027EE74-0027EEC0       4D
2B9C67      11    Yes    0027EEC1-0027EEC8        8
2B9C78      88    No     0027EEC9-0027EF55       8D
2B9D08     2E8    No     0027EF56-0027F242      2ED
2B9FF8     130    No     0027F243-0027F377      135
2BA128      24    Yes    0027F378-0027F37F        8
2BA14C      14    No     0027F380-0027F398       19
2BA168      23    Yes    0027F399-0027F3A0        8
2BA18B      9D    No     0027F3A1-0027F442       A2
2BA228      23    Yes    0027F443-0027F44A        8
2BA24B      1D    No     0027F44B-0027F46C       22
2BA268      18    Yes    0027F46D-0027F474        8
2BA288       8    No     0027F475-0027F481        D
2BA298       8    No     0027F482-0027F48E        D
2BA2A8       8    No     0027F48F-0027F49B        D
2BA2B8       8    No     0027F49C-0027F4A8        D
2BA2C8      18    No     0027F4A9-0027F4C5       1D
2BA2E8      28    No     0027F4C6-0027F4F2       2D
2BA318       8    No     0027F4F3-0027F4FF        D
2BA328       8    No     0027F500-0027F50C        D
2BA338       8    No     0027F50D-0027F519        D
2BA348      FA    No     0027F51A-0027F618       FF
2BA448      38    No     0027F619-0027F655       3D
2BA488       8    No     0027F656-0027F662        D
2BA496      6A    No     0027F663-0027F6D1       6F
2BA508     448    No     0027F6D2-0027FB1E      44D
2BA958      38    No     0027FB1F-0027FB5B       3D
2BA998      78    No     0027FB5C-0027FBD8       7D
2BAA18      78    No     0027FBD9-0027FC55       7D
2BAA98       8    No     0027FC56-0027FC62        D
2BAAA8      FA    No     0027FC63-0027FD61       FF
2BABA8      DB    No     0027FD62-0027FE41       E0
2BAC86      22    Yes    0027FE42-0027FE49        8
2BACA8      68    No     0027FE4A-0027FEB6       6D
2BAD18      18    No     0027FEB7-0027FED3       1D
2BAD38      58    No     0027FED4-0027FF30       5D
2BAD90      18    Yes    0027FF31-0027FF38        8
2BADA8     198    No     0027FF39-002800D5      19D
2BAF48      9C    No     002800D6-00280176       A1
2BAFE8       8    Yes    00280177-0028017E        8
2BAFF8       8    No     0028017F-0028018B        D
2BB008       8    No     0028018C-00280198        D
2BB018      18    No     00280199-002801B5       1D
2BB038     5B0    No     002801B6-0028076A      5B5
2BB5EC       8    Yes    0028076B-00280772        8
2BB5F8     4DC    No     00280773-00280C53      4E1
2BBADC     B9C    Yes    00280C54-00280C5B        8
2BC678      20    No     00280C5C-00280C80       25
2BC69C      5C    Yes    00280C81-00280C88        8
