Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
20D444      10    No     00201C46-00201C5A       15
20D6E4      10    No     00201C5B-00201C6F       15
20D704       C    No     00201C70-00201C80       11
20D8A4      10    No     00201C81-00201C95       15
20D8C4       C    No     00201C96-00201CA6       11
20DB24      28    No     00201CA7-00201CD3       2D
20DB55       7    No     00201CD4-00201CDF        C
20DB64      28    No     00201CE0-00201D0C       2D
20DB95       7    No     00201D0D-00201D18        C
20DBA4      28    No     00201D19-00201D45       2D
20DBD5       7    No     00201D46-00201D51        C
20DBE4      28    No     00201D52-00201D7E       2D
20DC15       7    No     00201D7F-00201D8A        C
20DDE4      10    No     00201D8B-00201D9F       15
20DE04       C    No     00201DA0-00201DB0       11
20DE26       E    No     00201DB1-00201DC3       13
20DE44      10    No     00201DC4-00201DD8       15
20DE64      10    No     00201DD9-00201DED       15
20DE84      10    No     00201DEE-00201E02       15
20E4E4      10    No     00201E03-00201E17       15
20E504       C    Yes    00201E18-00201E1F        8
20E524      10    No     00201E20-00201E34       15
20E544       C    No     00201E35-00201E45       11
20E564      10    No     00201E46-00201E5A       15
20E584       C    No     00201E5B-00201E6B       11
20E5A4      10    No     00201E6C-00201E80       15
20E5C4       C    No     00201E81-00201E91       11
20E5E4      10    No     00201E92-00201EA6       15
20E604       C    No     00201EA7-00201EB7       11
20E624      10    No     00201EB8-00201ECC       15
20E644       C    No     00201ECD-00201EDD       11
20E664      10    No     00201EDE-00201EF2       15
20E684       C    No     00201EF3-00201F03       11
20E6A4      10    No     00201F04-00201F18       15
20E6C4       C    No     00201F19-00201F29       11
20E6E4      10    No     00201F2A-00201F3E       15
20E704       C    No     00201F3F-00201F4F       11
20E724      10    No     00201F50-00201F64       15
20E744       C    No     00201F65-00201F75       11
20E764      10    No     00201F76-00201F8A       15
20E784       C    No     00201F8B-00201F9B       11
20E7A4      10    No     00201F9C-00201FB0       15
20E7C4       C    No     00201FB1-00201FC1       11
20E7E4      10    No     00201FC2-00201FD6       15
20E804       C    No     00201FD7-00201FE7       11
20E824      10    No     00201FE8-00201FFC       15
20E844       8    No     00201FFD-00202009        D
20E864      10    No     0020200A-0020201E       15
20E884       8    No     0020201F-0020202B        D
20E8A4      10    No     0020202C-00202040       15
20E8C4       8    No     00202041-0020204D        D
20E8E4      10    No     0020204E-00202062       15
20E904      10    No     00202063-00202077       15
20E924      10    No     00202078-0020208C       15
20E944      10    Yes    0020208D-00202094        8
20E964      10    No     00202095-002020A9       15
20E984      10    Yes    002020AA-002020B1        8
20E9A4      10    No     002020B2-002020C6       15
20E9C4      10    Yes    002020C7-002020CE        8
20E9E4      10    No     002020CF-002020E3       15
20EA04      10    Yes    002020E4-002020EB        8
20EA24      10    No     002020EC-00202100       15
20EA44       8    No     00202101-0020210D        D
20EA64      10    No     0020210E-00202122       15
20EA84       8    No     00202123-0020212F        D
20EAA4      10    No     00202130-00202144       15
20EAC4      10    No     00202145-00202159       15
20EAE4      10    No     0020215A-0020216E       15
20EB04      10    No     0020216F-00202183       15
20EB24      28    No     00202184-002021B0       2D
20EB55       7    No     002021B1-002021BC        C
20EB64      10    No     002021BD-002021D1       15
20EB84       8    No     002021D2-002021DE        D
20EBA4      10    No     002021DF-002021F3       15
20EBC4       C    No     002021F4-00202204       11
20EBE4      10    No     00202205-00202219       15
20EC04       C    No     0020221A-0020222A       11
20EC24      10    No     0020222B-0020223F       15
20EC44       C    No     00202240-00202250       11
20EC64      10    No     00202251-00202265       15
20EC84       C    No     00202266-00202276       11
20ECA4      10    No     00202277-0020228B       15
20ECC4       C    No     0020228C-0020229C       11
20ECE4      10    No     0020229D-002022B1       15
20ED04       C    No     002022B2-002022C2       11
20ED24      10    No     002022C3-002022D7       15
20ED44       C    No     002022D8-002022E8       11
20ED64      10    No     002022E9-002022FD       15
20ED84       C    No     002022FE-0020230E       11
20EDA4      10    No     0020230F-00202323       15
20EDC4       C    No     00202324-00202334       11
20EDE4      10    No     00202335-00202349       15
20EE04       C    No     0020234A-0020235A       11
20EE24      10    No     0020235B-0020236F       15
20EE44       C    No     00202370-00202380       11
20EE64      10    No     00202381-00202395       15
20EE84       C    No     00202396-002023A6       11
20EEA4      10    No     002023A7-002023BB       15
20EEC4       C    No     002023BC-002023CC       11
20EEE4      10    No     002023CD-002023E1       15
20EF04       C    No     002023E2-002023F2       11
20EF24      10    No     002023F3-00202407       15
20EF44       C    No     00202408-00202418       11
20EF64      10    No     00202419-0020242D       15
20EF84       C    No     0020242E-0020243E       11
20EFA4      10    No     0020243F-00202453       15
20EFC4       C    No     00202454-00202464       11
20EFE4      10    No     00202465-00202479       15
20F004       C    No     0020247A-0020248A       11
20F024      10    No     0020248B-0020249F       15
20F044       C    No     002024A0-002024B0       11
20F064      10    No     002024B1-002024C5       15
20F084       C    No     002024C6-002024D6       11
20F0A4      10    No     002024D7-002024EB       15
20F0C4       C    No     002024EC-002024FC       11
20F0E4      10    No     002024FD-00202511       15
20F104       C    No     00202512-00202522       11
20F124      10    No     00202523-00202537       15
20F144       C    No     00202538-00202548       11
20F164      10    No     00202549-0020255D       15
20F184       C    No     0020255E-0020256E       11
20F1A4      10    No     0020256F-00202583       15
20F1C4       C    No     00202584-00202594       11
20F1E4      10    No     00202595-002025A9       15
20F204       C    No     002025AA-002025BA       11
20F224      10    No     002025BB-002025CF       15
20F244       C    No     002025D0-002025E0       11
20F264      10    No     002025E1-002025F5       15
20F284       C    No     002025F6-00202606       11
20F2A4      10    No     00202607-0020261B       15
20F2C4       C    No     0020261C-0020262C       11
20F2E4      10    No     0020262D-00202641       15
20F304       C    No     00202642-00202652       11
20F324      10    No     00202653-00202667       15
20F344       C    No     00202668-00202678       11
20F364      10    No     00202679-0020268D       15
20F384       C    No     0020268E-0020269E       11
20F3A4      10    No     0020269F-002026B3       15
20F3C4       C    No     002026B4-002026C4       11
20F3E4      10    No     002026C5-002026D9       15
20F404       C    No     002026DA-002026EA       11
20F425       F    No     002026EB-002026FE       14
20F445       B    No     002026FF-0020270E       10
20F464      10    No     0020270F-00202723       15
20F484       C    No     00202724-00202734       11
20F4A4      10    No     00202735-00202749       15
20F4C4       C    No     0020274A-0020275A       11
20F4E4      10    No     0020275B-0020276F       15
20F501       F    No     00202770-00202783       14
20F510      14    Yes    00202784-0020278B        8
20F524      10    No     0020278C-002027A0       15
20F534      10    Yes    002027A1-002027A8        8
20F544       C    No     002027A9-002027B9       11
20F550      14    Yes    002027BA-002027C1        8
20F564      10    No     002027C2-002027D6       15
20F574      10    Yes    002027D7-002027DE        8
20F584       C    No     002027DF-002027EF       11
20F590      14    Yes    002027F0-002027F7        8
20F5A4      10    No     002027F8-0020280C       15
20F5B4      10    Yes    0020280D-00202814        8
20F5C4       C    No     00202815-00202825       11
20F5D0      14    Yes    00202826-0020282D        8
20F5E4      13    No     0020282E-00202845       18
20F600      17    No     00202846-00202861       1C
20F624      10    No     00202862-00202876       15
20F644       C    No     00202877-00202887       11
20F658       C    Yes    00202888-0020288F        8
20F664      10    No     00202890-002028A4       15
20F678       C    Yes    002028A5-002028AC        8
20F684       C    No     002028AD-002028BD       11
20F698       C    Yes    002028BE-002028C5        8
20F6A4      10    No     002028C6-002028DA       15
20F6B8       C    Yes    002028DB-002028E2        8
20F6C4       C    No     002028E3-002028F3       11
20F6D8       C    Yes    002028F4-002028FB        8
20F6E4      10    No     002028FC-00202910       15
20F6F8       C    Yes    00202911-00202918        8
20F704       C    No     00202919-00202929       11
20F718       C    Yes    0020292A-00202931        8
20F725       F    No     00202932-00202945       14
20F738       C    Yes    00202946-0020294D        8
20F744       C    No     0020294E-0020295E       11
20F758       C    Yes    0020295F-00202966        8
20F764      10    No     00202967-0020297B       15
20F778       C    Yes    0020297C-00202983        8
20F784       C    No     00202984-00202994       11
20F798       C    Yes    00202995-0020299C        8
20F7A4      10    No     0020299D-002029B1       15
20F7B8       C    Yes    002029B2-002029B9        8
20F7C4       C    No     002029BA-002029CA       11
20F7D8       C    Yes    002029CB-002029D2        8
20F7E4      10    No     002029D3-002029E7       15
20F7F8       C    Yes    002029E8-002029EF        8
20F804       C    No     002029F0-00202A00       11
20F818       C    Yes    00202A01-00202A08        8
20F824      10    No     00202A09-00202A1D       15
20F838       C    Yes    00202A1E-00202A25        8
20F844       C    No     00202A26-00202A36       11
20F858       C    Yes    00202A37-00202A3E        8
20F865       F    No     00202A3F-00202A52       14
20F878       C    Yes    00202A53-00202A5A        8
20F884       C    No     00202A5B-00202A6B       11
20F8A4      10    No     00202A6C-00202A80       15
20F8C4       8    No     00202A81-00202A8D        D
20F8D8       C    Yes    00202A8E-00202A95        8
20F8E4      10    No     00202A96-00202AAA       15
20F8F8       C    Yes    00202AAB-00202AB2        8
20F904       8    No     00202AB3-00202ABF        D
20F918       C    Yes    00202AC0-00202AC7        8
20F924      10    No     00202AC8-00202ADC       15
20F938       C    Yes    00202ADD-00202AE4        8
20F944       C    No     00202AE5-00202AF5       11
20F958       C    Yes    00202AF6-00202AFD        8
20F966       E    No     00202AFE-00202B10       13
20F978       C    Yes    00202B11-00202B18        8
20F984       C    No     00202B19-00202B29       11
20F998       C    Yes    00202B2A-00202B31        8
20F9A6       E    No     00202B32-00202B44       13
20F9B8       C    Yes    00202B45-00202B4C        8
20F9C4       C    No     00202B4D-00202B5D       11
20F9D8       C    Yes    00202B5E-00202B65        8
20F9E4      10    No     00202B66-00202B7A       15
20F9F8       C    Yes    00202B7B-00202B82        8
20FA04       C    No     00202B83-00202B93       11
20FA18       C    Yes    00202B94-00202B9B        8
20FA24      10    No     00202B9C-00202BB0       15
20FA38       C    Yes    00202BB1-00202BB8        8
20FA44       C    No     00202BB9-00202BC9       11
20FA58       C    Yes    00202BCA-00202BD1        8
20FA64      10    No     00202BD2-00202BE6       15
20FA78       C    Yes    00202BE7-00202BEE        8
20FA84       C    No     00202BEF-00202BFF       11
20FA98     24C    Yes    00202C00-00202C07        8
20FCE4      28    No     00202C08-00202C34       2D
20FD15      37    No     00202C35-00202C70       3C
20FD55      37    No     00202C71-00202CAC       3C
20FD95      37    No     00202CAD-00202CE8       3C
20FDD5       7    No     00202CE9-00202CF4        C
20FDE4      10    No     00202CF5-00202D09       15
20FE04       C    No     00202D0A-00202D1A       11
20FE18       C    Yes    00202D1B-00202D22        8
20FE24       9    Yes    00202D23-00202D2A        8
20FE2D      87    No     00202D2B-00202DB6       8C
20FEB8       C    Yes    00202DB7-00202DBE        8
20FEC4       C    No     00202DBF-00202DCF       11
20FED8       C    Yes    00202DD0-00202DD7        8
20FEE4      40    No     00202DD8-00202E1C       45
20FF24      10    Yes    00202E1D-00202E24        8
20FF35      17    No     00202E25-00202E40       1C
20FF55      37    No     00202E41-00202E7C       3C
20FF95      37    No     00202E7D-00202EB8       3C
20FFD5      37    No     00202EB9-00202EF4       3C
210015      37    No     00202EF5-00202F30       3C
210055      37    No     00202F31-00202F6C       3C
210095      37    No     00202F6D-00202FA8       3C
2100D5      37    No     00202FA9-00202FE4       3C
210115      77    No     00202FE5-00203060       7C
210195      37    No     00203061-0020309C       3C
2101D5       7    No     0020309D-002030A8        C
2101E4      28    No     002030A9-002030D5       2D
210215       7    No     002030D6-002030E1        C
210224      28    No     002030E2-0020310E       2D
210255       7    No     0020310F-0020311A        C
210264      28    No     0020311B-00203147       2D
210295       7    No     00203148-00203153        C
2102A4      28    No     00203154-00203180       2D
2102D5       7    No     00203181-0020318C        C
210318    2DEC    Yes    0020318D-00203194        8
213106       6    No     00203195-0020319F        B
213118      10    Yes    002031A0-002031A7        8
213128       C    No     002031A8-002031B8       11
213138       C    Yes    002031B9-002031C0        8
213144       8    No     002031C1-002031CD        D
213158      10    Yes    002031CE-002031D5        8
213168       6    No     002031D6-002031E0        B
213178      30    Yes    002031E1-002031E8        8
2131AF       5    No     002031E9-002031F2        A
2131B8       C    Yes    002031F3-002031FA        8
2131C4       3    No     002031FB-00203202        8
2131D8      10    Yes    00203203-0020320A        8
2131EA       A    No     0020320B-00203219        F
2131F8       8    Yes    0020321A-00203221        8
213204       7    No     00203222-0020322D        C
213218      10    Yes    0020322E-00203235        8
21322A       9    No     00203236-00203243        E
213238       8    Yes    00203244-0020324B        8
213244       8    No     0020324C-00203258        D
213258      10    Yes    00203259-00203260        8
21326E       6    No     00203261-0020326B        B
213278       C    Yes    0020326C-00203273        8
213285       7    No     00203274-0020327F        C
213298      10    Yes    00203280-00203287        8
2132AD       6    No     00203288-00203292        B
2132B8       C    Yes    00203293-0020329A        8
2132C4       8    No     0020329B-002032A7        D
2132D8      10    Yes    002032A8-002032AF        8
2132EC       8    No     002032B0-002032BC        D
2132F8       C    Yes    002032BD-002032C4        8
213304       4    No     002032C5-002032CD        9
213318      10    Yes    002032CE-002032D5        8
21332C       8    No     002032D6-002032E2        D
213338       C    Yes    002032E3-002032EA        8
213344       4    No     002032EB-002032F3        9
213358      10    Yes    002032F4-002032FB        8
21336C       8    No     002032FC-00203308        D
213378       C    Yes    00203309-00203310        8
213384       8    No     00203311-0020331D        D
213398      10    Yes    0020331E-00203325        8
2133AC       6    No     00203326-00203330        B
2133B8       C    Yes    00203331-00203338        8
2133C4       8    No     00203339-00203345        D
2133EE       6    No     00203346-00203350        B
213404       8    No     00203351-0020335D        D
213432       2    No     0020335E-00203364        7
213444       4    No     00203365-0020336D        9
213470       4    No     0020336E-00203376        9
213484       8    No     00203377-00203383        D
2134AC       8    No     00203384-00203390        D
2134C4       8    No     00203391-0020339D        D
2134F0       4    No     0020339E-002033A6        9
213504       8    No     002033A7-002033B3        D
21352D       7    No     002033B4-002033BF        C
213544       8    No     002033C0-002033CC        D
21356C       6    No     002033CD-002033D7        B
2135AC       5    No     002033D8-002033E1        A
2135EC       8    No     002033E2-002033EE        D
213604       8    No     002033EF-002033FB        D
213618      16    Yes    002033FC-00203403        8
21362E       6    No     00203404-0020340E        B
213635       B    Yes    0020340F-00203416        8
213644       C    No     00203417-00203427       11
213658      16    Yes    00203428-0020342F        8
21366E       6    No     00203430-0020343A        B
213675       B    Yes    0020343B-00203442        8
213684       C    No     00203443-00203453       11
213698      16    Yes    00203454-0020345B        8
2136AE       6    No     0020345C-00203466        B
2136B5       B    Yes    00203467-0020346E        8
2136C4       C    No     0020346F-0020347F       11
2136D8      14    Yes    00203480-00203487        8
2136EC       7    No     00203488-00203493        C
2136F3       D    Yes    00203494-0020349B        8
213704       C    No     0020349C-002034AC       11
213718      10    Yes    002034AD-002034B4        8
21372C       7    No     002034B5-002034C0        C
213738       C    Yes    002034C1-002034C8        8
213744       8    No     002034C9-002034D5        D
213758      14    Yes    002034D6-002034DD        8
21376C       8    No     002034DE-002034EA        D
213775       F    Yes    002034EB-002034F2        8
213784       8    No     002034F3-002034FF        D
21378D      1F    Yes    00203500-00203507        8
2137AD       7    No     00203508-00203513        C
2137B5       F    Yes    00203514-0020351B        8
2137C4       7    No     0020351C-00203527        C
2137CB      1D    Yes    00203528-0020352F        8
2137EA       A    No     00203530-0020353E        F
2137F8       C    Yes    0020353F-00203546        8
213804       8    No     00203547-00203553        D
213818      14    Yes    00203554-0020355B        8
21382C       8    No     0020355C-00203568        D
213835       F    Yes    00203569-00203570        8
213844       8    No     00203571-0020357D        D
21384D      1F    Yes    0020357E-00203585        8
21386C       8    No     00203586-00203592        D
213875       B    Yes    00203593-0020359A        8
213884       C    No     0020359B-002035AB       11
213898      14    Yes    002035AC-002035B3        8
2138AC       8    No     002035B4-002035C0        D
2138B5       B    Yes    002035C1-002035C8        8
2138C4       C    No     002035C9-002035D9       11
2138D8      14    Yes    002035DA-002035E1        8
2138EC       8    No     002035E2-002035EE        D
2138F5       B    Yes    002035EF-002035F6        8
213904       C    No     002035F7-00203607       11
213918      10    Yes    00203608-0020360F        8
213928       C    No     00203610-00203620       11
213935       B    Yes    00203621-00203628        8
213944       4    No     00203629-00203631        9
213949      1F    Yes    00203632-00203639        8
213968       C    No     0020363A-0020364A       11
213975      31    Yes    0020364B-00203652        8
2139A6       C    No     00203653-00203663       11
2139B3      39    Yes    00203664-0020366B        8
2139EC       8    No     0020366C-00203678        D
2139F5       B    Yes    00203679-00203680        8
213A04       4    No     00203681-00203689        9
213A09      25    Yes    0020368A-00203691        8
213A2E       6    No     00203692-0020369C        B
213A35       B    Yes    0020369D-002036A4        8
213A44       C    No     002036A5-002036B5       11
213A58      12    Yes    002036B6-002036BD        8
213A6A       8    No     002036BE-002036CA        D
213A73       D    Yes    002036CB-002036D2        8
213A84       C    No     002036D3-002036E3       11
213A98      16    Yes    002036E4-002036EB        8
213AAE       6    No     002036EC-002036F6        B
213AB5       B    Yes    002036F7-002036FE        8
213AC4       C    No     002036FF-0020370F       11
213AD8      14    Yes    00203710-00203717        8
213AEC       8    No     00203718-00203724        D
213AF5       B    Yes    00203725-0020372C        8
213B04       C    No     0020372D-0020373D       11
213B18      14    Yes    0020373E-00203745        8
213B2C       6    No     00203746-00203750        B
213B33       D    Yes    00203751-00203758        8
213B44       C    No     00203759-00203769       11
213B58      14    Yes    0020376A-00203771        8
213B6C       6    No     00203772-0020377C        B
213B73       D    Yes    0020377D-00203784        8
213B84       C    No     00203785-00203795       11
213B98      14    Yes    00203796-0020379D        8
213BAC       8    No     0020379E-002037AA        D
213BB5       B    Yes    002037AB-002037B2        8
213BC4       C    No     002037B3-002037C3       11
213BD8      16    Yes    002037C4-002037CB        8
213BEE       4    No     002037CC-002037D4        9
213BF3       D    Yes    002037D5-002037DC        8
213C06       A    No     002037DD-002037EB        F
213C2A       A    No     002037EC-002037FA        F
213C44       8    No     002037FB-00203807        D
213C6C       8    No     00203808-00203814        D
213C84       8    No     00203815-00203821        D
213CE4      10    Yes    00203822-00203829        8
213CF4       1    No     0020382A-0020382F        6
213CF5      14    Yes    00203830-00203837        8
213D09      12    No     00203838-0020384E       17
213D1B      1C    Yes    0020384F-00203856        8
213D37       B    No     00203857-00203866       10
213D42      1B    Yes    00203867-0020386E        8
213D5D       E    No     0020386F-00203881       13
213D6B      19    Yes    00203882-00203889        8
213D84      1A    No     0020388A-002038A8       1F
213D9E      20    Yes    002038A9-002038B0        8
213DBE      17    No     002038B1-002038CC       1C
213DD5       F    Yes    002038CD-002038D4        8
213DE4       5    No     002038D5-002038DE        A
213DE9      13    Yes    002038DF-002038E6        8
213DFC      B8    Yes    002038E7-002038EE        8
213EB4      2F    Yes    002038EF-002038F6        8
213EE3       1    No     002038F7-002038FC        6
213F04      E0    No     002038FD-002039E1       E5
214004       8    No     002039E2-002039EE        D
214015       7    No     002039EF-002039FA        C
214024       8    No     002039FB-00203A07        D
214035       7    No     00203A08-00203A13        C
214044       8    No     00203A14-00203A20        D
214055       7    No     00203A21-00203A2C        C
214064       8    No     00203A2D-00203A39        D
214075       7    No     00203A3A-00203A45        C
214084       8    No     00203A46-00203A52        D
214095       7    No     00203A53-00203A5E        C
2140A4       8    No     00203A5F-00203A6B        D
2140B5       7    No     00203A6C-00203A77        C
2140C4       8    No     00203A78-00203A84        D
2140D5       7    No     00203A85-00203A90        C
2140E4     108    No     00203A91-00203B9D      10D
2141F5       7    No     00203B9E-00203BA9        C
214204       8    No     00203BAA-00203BB6        D
214215       7    No     00203BB7-00203BC2        C
214224       8    No     00203BC3-00203BCF        D
214235       7    No     00203BD0-00203BDB        C
214244       8    No     00203BDC-00203BE8        D
214255       7    No     00203BE9-00203BF4        C
214264       8    No     00203BF5-00203C01        D
214275       7    No     00203C02-00203C0D        C
214284       8    No     00203C0E-00203C1A        D
214295       7    No     00203C1B-00203C26        C
2142A4       8    No     00203C27-00203C33        D
2142B5       7    No     00203C34-00203C3F        C
2142C4       8    No     00203C40-00203C4C        D
2142D5       7    No     00203C4D-00203C58        C
2142E4     108    No     00203C59-00203D65      10D
2143F5       7    No     00203D66-00203D71        C
214404       8    No     00203D72-00203D7E        D
214415       7    No     00203D7F-00203D8A        C
214424       8    No     00203D8B-00203D97        D
214435       7    No     00203D98-00203DA3        C
214444       8    No     00203DA4-00203DB0        D
214455       7    No     00203DB1-00203DBC        C
214464       8    No     00203DBD-00203DC9        D
214475       7    No     00203DCA-00203DD5        C
214484       8    No     00203DD6-00203DE2        D
214495       7    No     00203DE3-00203DEE        C
2144A4       8    No     00203DEF-00203DFB        D
2144B5       7    No     00203DFC-00203E07        C
2144C4       8    No     00203E08-00203E14        D
2144D5       7    No     00203E15-00203E20        C
2144E4     108    No     00203E21-00203F2D      10D
2145F5       7    No     00203F2E-00203F39        C
214604       8    No     00203F3A-00203F46        D
214615       7    No     00203F47-00203F52        C
214624       8    No     00203F53-00203F5F        D
214635       7    No     00203F60-00203F6B        C
214644       8    No     00203F6C-00203F78        D
214655       7    No     00203F79-00203F84        C
214664       8    No     00203F85-00203F91        D
214675       7    No     00203F92-00203F9D        C
214684       8    No     00203F9E-00203FAA        D
214695       7    No     00203FAB-00203FB6        C
2146A4       8    No     00203FB7-00203FC3        D
2146B5       7    No     00203FC4-00203FCF        C
2146C4       8    No     00203FD0-00203FDC        D
2146D5       7    No     00203FDD-00203FE8        C
2146E4     108    No     00203FE9-002040F5      10D
2147F5       7    No     002040F6-00204101        C
214804       8    No     00204102-0020410E        D
214815       7    No     0020410F-0020411A        C
214824       8    No     0020411B-00204127        D
214835       7    No     00204128-00204133        C
214844       8    No     00204134-00204140        D
214855       7    No     00204141-0020414C        C
214864       8    No     0020414D-00204159        D
214875       7    No     0020415A-00204165        C
214884       8    No     00204166-00204172        D
214895       7    No     00204173-0020417E        C
2148A4       8    No     0020417F-0020418B        D
2148B5       7    No     0020418C-00204197        C
2148C4       8    No     00204198-002041A4        D
2148D5       7    No     002041A5-002041B0        C
2148E4     108    No     002041B1-002042BD      10D
2149F5       7    No     002042BE-002042C9        C
214A04       8    No     002042CA-002042D6        D
214A15       7    No     002042D7-002042E2        C
214A24       8    No     002042E3-002042EF        D
214A35       7    No     002042F0-002042FB        C
214A44       8    No     002042FC-00204308        D
214A55       7    No     00204309-00204314        C
214A64       8    No     00204315-00204321        D
214A75       7    No     00204322-0020432D        C
214A84       8    No     0020432E-0020433A        D
214A95       7    No     0020433B-00204346        C
214AA4       8    No     00204347-00204353        D
214AB5       7    No     00204354-0020435F        C
214AC4       8    No     00204360-0020436C        D
214AD5       7    No     0020436D-00204378        C
214AE4       A    Yes    00204379-00204380        8
214AEE      FE    No     00204381-00204483      103
214BF5       7    No     00204484-0020448F        C
214C04       8    No     00204490-0020449C        D
214C15       7    No     0020449D-002044A8        C
214C24       8    No     002044A9-002044B5        D
214C35       7    No     002044B6-002044C1        C
214C44       8    No     002044C2-002044CE        D
214C55       7    No     002044CF-002044DA        C
214C64       8    No     002044DB-002044E7        D
214C75       7    No     002044E8-002044F3        C
214C84       8    No     002044F4-00204500        D
214C95       7    No     00204501-0020450C        C
214CA4       8    No     0020450D-00204519        D
214CB5       7    No     0020451A-00204525        C
214CC4       8    No     00204526-00204532        D
214CD5       7    No     00204533-0020453E        C
214CE4     108    No     0020453F-0020464B      10D
214DF5       7    No     0020464C-00204657        C
214E04       8    No     00204658-00204664        D
214E15       7    No     00204665-00204670        C
214E24       8    No     00204671-0020467D        D
214E35       7    No     0020467E-00204689        C
214E44       8    No     0020468A-00204696        D
214E55       7    No     00204697-002046A2        C
214E64       8    No     002046A3-002046AF        D
214E75       7    No     002046B0-002046BB        C
214E84       8    No     002046BC-002046C8        D
214E95       7    No     002046C9-002046D4        C
214EA4       8    No     002046D5-002046E1        D
214EB5       7    No     002046E2-002046ED        C
214EC4       8    No     002046EE-002046FA        D
214ED5       7    No     002046FB-00204706        C
214EE4     108    No     00204707-00204813      10D
214FF5       7    No     00204814-0020481F        C
215004       8    No     00204820-0020482C        D
215015       7    No     0020482D-00204838        C
215024       8    No     00204839-00204845        D
215035       7    No     00204846-00204851        C
215044       8    No     00204852-0020485E        D
215055       7    No     0020485F-0020486A        C
215064       8    No     0020486B-00204877        D
215075       7    No     00204878-00204883        C
215084       8    No     00204884-00204890        D
215095       7    No     00204891-0020489C        C
2150A4       8    No     0020489D-002048A9        D
2150B5       7    No     002048AA-002048B5        C
2150C4       8    No     002048B6-002048C2        D
2150D5       7    No     002048C3-002048CE        C
2150E4     108    No     002048CF-002049DB      10D
2151F5       7    No     002049DC-002049E7        C
215204       8    No     002049E8-002049F4        D
215215       7    No     002049F5-00204A00        C
215224       8    No     00204A01-00204A0D        D
215235       7    No     00204A0E-00204A19        C
215244       8    No     00204A1A-00204A26        D
215255       7    No     00204A27-00204A32        C
215264       8    No     00204A33-00204A3F        D
215275       7    No     00204A40-00204A4B        C
215284       8    No     00204A4C-00204A58        D
215295       7    No     00204A59-00204A64        C
2152A4       8    No     00204A65-00204A71        D
2152B5       7    No     00204A72-00204A7D        C
2152C4       8    No     00204A7E-00204A8A        D
2152D5       7    No     00204A8B-00204A96        C
2152E4       C    Yes    00204A97-00204A9E        8
2152F0      FC    No     00204A9F-00204B9F      101
2153F5       7    No     00204BA0-00204BAB        C
215404       8    No     00204BAC-00204BB8        D
215415       7    No     00204BB9-00204BC4        C
215424       8    No     00204BC5-00204BD1        D
215435       7    No     00204BD2-00204BDD        C
215444       8    No     00204BDE-00204BEA        D
215455       7    No     00204BEB-00204BF6        C
215464       8    No     00204BF7-00204C03        D
215475       7    No     00204C04-00204C0F        C
215484       8    No     00204C10-00204C1C        D
215495       7    No     00204C1D-00204C28        C
2154A4       8    No     00204C29-00204C35        D
2154B5       7    No     00204C36-00204C41        C
2154C4       8    No     00204C42-00204C4E        D
2154D5       7    No     00204C4F-00204C5A        C
2154E4     108    No     00204C5B-00204D67      10D
2155F5       7    No     00204D68-00204D73        C
215604       8    No     00204D74-00204D80        D
215615       7    No     00204D81-00204D8C        C
215624       8    No     00204D8D-00204D99        D
215635       7    No     00204D9A-00204DA5        C
215644       8    No     00204DA6-00204DB2        D
215655       7    No     00204DB3-00204DBE        C
215664       8    No     00204DBF-00204DCB        D
215675       7    No     00204DCC-00204DD7        C
215684       8    No     00204DD8-00204DE4        D
215695       7    No     00204DE5-00204DF0        C
2156A4       8    No     00204DF1-00204DFD        D
2156B5       7    No     00204DFE-00204E09        C
2156C4       8    No     00204E0A-00204E16        D
2156D5       7    No     00204E17-00204E22        C
2156E4     108    No     00204E23-00204F2F      10D
2157F5       7    No     00204F30-00204F3B        C
215804       8    No     00204F3C-00204F48        D
215815       7    No     00204F49-00204F54        C
215824       8    No     00204F55-00204F61        D
215835       7    No     00204F62-00204F6D        C
215844       8    No     00204F6E-00204F7A        D
215855       7    No     00204F7B-00204F86        C
215864       8    No     00204F87-00204F93        D
215875       7    No     00204F94-00204F9F        C
215884       8    No     00204FA0-00204FAC        D
215895       7    No     00204FAD-00204FB8        C
2158A4       8    No     00204FB9-00204FC5        D
2158B5       7    No     00204FC6-00204FD1        C
2158C4       8    No     00204FD2-00204FDE        D
2158D5       7    No     00204FDF-00204FEA        C
2158E4     108    No     00204FEB-002050F7      10D
2159F5       7    No     002050F8-00205103        C
215A04       8    No     00205104-00205110        D
215A15       7    No     00205111-0020511C        C
215A24       8    No     0020511D-00205129        D
215A35       7    No     0020512A-00205135        C
215A44       8    No     00205136-00205142        D
215A55       7    No     00205143-0020514E        C
215A64       8    No     0020514F-0020515B        D
215A75       7    No     0020515C-00205167        C
215A84       8    No     00205168-00205174        D
215A95       7    No     00205175-00205180        C
215AA4       8    No     00205181-0020518D        D
215AB5       7    No     0020518E-00205199        C
215AC4       8    No     0020519A-002051A6        D
215AD5       7    No     002051A7-002051B2        C
215AE4     108    No     002051B3-002052BF      10D
215BF5       7    No     002052C0-002052CB        C
215C04       8    No     002052CC-002052D8        D
215C15       7    No     002052D9-002052E4        C
215C24       8    No     002052E5-002052F1        D
