Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
47570C       1    No     00412521-00412526        6
475714      26    No     00412527-00412551       2B
475744       1    No     00412552-00412557        6
475750      31    No     00412558-0041258D       36
475789      5D    No     0041258E-004125EF       62
4757EC      21    No     004125F0-00412615       26
475819       5    No     00412616-0041261F        A
475828     158    No     00412620-0041277C      15D
475980      13    Yes    0041277D-00412784        8
475993      22    No     00412785-004127AB       27
4759B5      15    Yes    004127AC-004127B3        8
4759CA      2B    No     004127B4-004127E3       30
4759F5      1E    Yes    004127E4-004127EB        8
475A13      22    No     004127EC-00412812       27
475A35      1E    Yes    00412813-0041281A        8
475A53      22    No     0041281B-00412841       27
475A75       F    Yes    00412842-00412849        8
475A84      31    No     0041284A-0041287F       36
475AB5      15    Yes    00412880-00412887        8
475ACA      2B    No     00412888-004128B7       30
475AF5      1E    Yes    004128B8-004128BF        8
475B13      22    No     004128C0-004128E6       27
475B35      15    Yes    004128E7-004128EE        8
475B4A      56    No     004128EF-00412949       5B
475BA0      18    Yes    0041294A-00412951        8
475BB8      68    No     00412952-004129BE       6D
475C20      18    Yes    004129BF-004129C6        8
475C38      6B    No     004129C7-00412A36       70
475CA3      15    Yes    00412A37-00412A3E        8
475CB8      68    No     00412A3F-00412AAB       6D
475D20      18    Yes    00412AAC-00412AB3        8
475D38       D    No     00412AB4-00412AC5       12
475D45       E    Yes    00412AC6-00412ACD        8
475D53      62    No     00412ACE-00412B34       67
475DB5      1E    Yes    00412B35-00412B3C        8
475DD3      22    No     00412B3D-00412B63       27
475DF5      15    Yes    00412B64-00412B6B        8
475E0A      16    No     00412B6C-00412B86       1B
475E20      18    Yes    00412B87-00412B8E        8
475E38      10    No     00412B8F-00412BA3       15
475E48      22    Yes    00412BA4-00412BAB        8
475E6A     61E    No     00412BAC-004131CE      623
476488     200    Yes    004131CF-004131D6        8
476688     600    No     004131D7-004137DB      605
476C88     207    Yes    004137DC-004137E3        8
476E8F     579    No     004137E4-00413D61      57E
477408      10    Yes    00413D62-00413D69        8
477418       1    No     00413D6A-00413D6F        6
477419       F    Yes    00413D70-00413D77        8
477428      5F    No     00413D78-00413DDB       64
477487      15    Yes    00413DDC-00413DE3        8
47749C      13    No     00413DE4-00413DFB       18
4774AF      1B    Yes    00413DFC-00413E03        8
4774CA      B7    No     00413E04-00413EBF       BC
477581      13    Yes    00413EC0-00413EC7        8
477594       1    No     00413EC8-00413ECD        6
477595      52    Yes    00413ECE-00413ED5        8
4775E7       1    No     00413ED6-00413EDB        6
4775E8      47    Yes    00413EDC-00413EE3        8
47762F      5A    No     00413EE4-00413F42       5F
47768A       E    Yes    00413F43-00413F4A        8
477698       1    No     00413F4B-00413F50        6
477699       F    Yes    00413F51-00413F58        8
4776A8      18    Yes    00413F59-00413F60        8
4776C0      4E    No     00413F61-00413FB3       53
47770E       D    Yes    00413FB4-00413FBB        8
47771C      14    No     00413FBC-00413FD4       19
477730      18    Yes    00413FD5-00413FDC        8
477748       C    No     00413FDD-00413FED       11
477754      14    Yes    00413FEE-00413FF5        8
477768       A    No     00413FF6-00414004        F
477773      15    Yes    00414005-0041400C        8
477788       1    No     0041400D-00414012        6
477789      AE    Yes    00414013-0041401A        8
477837      11    No     0041401B-00414030       16
477848       E    Yes    00414031-00414038        8
477856      12    No     00414039-0041404F       17
477868       F    Yes    00414050-00414057        8
477877       A    No     00414058-00414066        F
477881      18    Yes    00414067-0041406E        8
477899       1    No     0041406F-00414074        6
47789A       E    Yes    00414075-0041407C        8
4778A8       4    No     0041407D-00414085        9
4778AC      10    Yes    00414086-0041408D        8
4778BC      4B    No     0041408E-004140DD       50
477907      11    Yes    004140DE-004140E5        8
477919      10    Yes    004140E6-004140ED        8
477929       6    No     004140EE-004140F8        B
47792F      19    Yes    004140F9-00414100        8
477948       3    No     00414101-00414108        8
47794B     1DF    Yes    00414109-00414110        8
477B2A      68    No     00414111-0041417D       6D
477B92      16    Yes    0041417E-00414185        8
477BA8     20F    No     00414186-00414399      214
477DBD     335    No     0041439A-004146D3      33A
4780F2       E    Yes    004146D4-004146DB        8
478100     285    No     004146DC-00414965      28A
478385       F    Yes    00414966-0041496D        8
478394      1C    No     0041496E-0041498E       21
4783B0      14    Yes    0041498F-00414996        8
4783C4      26    No     00414997-004149C1       2B
4783EA      12    Yes    004149C2-004149C9        8
4783FC      54    No     004149CA-00414A22       59
478451      13    Yes    00414A23-00414A2A        8
478464    2258    No     00414A2B-00416C87     225D
47A6BC      18    Yes    00416C88-00416C8F        8
47A6D4     6C1    No     00416C90-00417355      6C6
47AD9C     19A    No     00417356-004174F4      19F
47AF3C    10A9    No     004174F5-004185A2     10AE
47BFE5       C    Yes    004185A3-004185AA        8
47BFF4     1AD    No     004185AB-0041875C      1B2
47C1AC      16    Yes    0041875D-00418764        8
47C1C2     5FA    No     00418765-00418D63      5FF
47C7BD       F    Yes    00418D64-00418D6B        8
47C7CD      75    No     00418D6C-00418DE5       7A
47C848      74    No     00418DE6-00418E5E       79
47C8BC       E    Yes    00418E5F-00418E66        8
47C8CA     358    No     00418E67-004191C3      35D
47CC28      B6    No     004191C4-0041927E       BB
47CCE4      7A    No     0041927F-004192FD       7F
47CD64     29E    No     004192FE-004195A0      2A3
47D008      B6    No     004195A1-0041965B       BB
47D0C4      7A    No     0041965C-004196DA       7F
47D144     29E    No     004196DB-0041997D      2A3
47D3E8     136    No     0041997E-00419AB8      13B
47D524     378    No     00419AB9-00419E35      37D
47D89C      20    Yes    00419E36-00419E3D        8
47D8BC      F8    No     00419E3E-00419F3A       FD
47D9BC      18    No     00419F3B-00419F57       1D
47D9DC      36    No     00419F58-00419F92       3B
47DA1C      7F    No     00419F93-0041A016       84
47DA9B      22    Yes    0041A017-0041A01E        8
47DABD      B7    No     0041A01F-0041A0DA       BC
47DB74      10    Yes    0041A0DB-0041A0E2        8
47DB84      37    No     0041A0E3-0041A11E       3C
47DBBB      22    Yes    0041A11F-0041A126        8
47DBDD      37    No     0041A127-0041A162       3C
47DC14      10    Yes    0041A163-0041A16A        8
47DC24      2E    No     0041A16B-0041A19D       33
47DC52       A    Yes    0041A19E-0041A1A5        8
47DC5C      25    Yes    0041A1A6-0041A1AD        8
47DC81      7A    No     0041A1AE-0041A22C       7F
47DCFB      22    Yes    0041A22D-0041A234        8
47DD1D      7A    No     0041A235-0041A2B3       7F
47DDA1      7A    No     0041A2B4-0041A332       7F
47DE1B      22    Yes    0041A333-0041A33A        8
47DE3D      FE    No     0041A33B-0041A43D      103
47DF3B      22    Yes    0041A43E-0041A445        8
47DF5D      78    No     0041A446-0041A4C2       7D
47DFDB      80    No     0041A4C3-0041A547       85
47E05B      22    Yes    0041A548-0041A54F        8
47E07D      7A    No     0041A550-0041A5CE       7F
47E100      7B    No     0041A5CF-0041A64E       80
47E17B      22    Yes    0041A64F-0041A656        8
47E19D      FE    No     0041A657-0041A759      103
47E29B      22    Yes    0041A75A-0041A761        8
47E2BD      7F    No     0041A762-0041A7E5       84
47E33C      22    Yes    0041A7E6-0041A7ED        8
47E35E      7D    No     0041A7EE-0041A86F       82
47E3DB      22    Yes    0041A870-0041A877        8
47E3FD      FF    No     0041A878-0041A97B      104
47E4FC      21    Yes    0041A97C-0041A983        8
47E51D      7F    No     0041A984-0041AA07       84
47E59C      1D    Yes    0041AA08-0041AA0F        8
47E5BC     1BF    No     0041AA10-0041ABD3      1C4
47E77B      22    Yes    0041ABD4-0041ABDB        8
47E79D      76    No     0041ABDC-0041AC56       7B
47E816       6    Yes    0041AC57-0041AC5E        8
47E81C      1F    Yes    0041AC5F-0041AC66        8
47E83B       1    No     0041AC67-0041AC6C        6
47E83C      13    Yes    0041AC6D-0041AC74        8
47E84F       D    No     0041AC75-0041AC86       12
47E85D       F    Yes    0041AC87-0041AC8E        8
47E86C      12    No     0041AC8F-0041ACA5       17
47E886      16    No     0041ACA6-0041ACC0       1B
47E89C      1C    Yes    0041ACC1-0041ACC8        8
47E8B8      41    No     0041ACC9-0041AD0E       46
47E8F9      24    Yes    0041AD0F-0041AD16        8
47E91D      C3    No     0041AD17-0041ADDE       C8
47E9E0      1C    Yes    0041ADDF-0041ADE6        8
47E9FC      10    No     0041ADE7-0041ADFB       15
47EA0C       F    Yes    0041ADFC-0041AE03        8
47EA1C      10    No     0041AE04-0041AE18       15
47EA2C      10    Yes    0041AE19-0041AE20        8
47EA3C       D    No     0041AE21-0041AE32       12
47EA49      13    Yes    0041AE33-0041AE3A        8
47EA5C       1    No     0041AE3B-0041AE40        6
47EA5D      1F    Yes    0041AE41-0041AE48        8
47EA7C      20    Yes    0041AE49-0041AE50        8
47EA9C     125    No     0041AE51-0041AF7A      12A
47EBC9      41    No     0041AF7B-0041AFC0       46
47EC0A      2E    Yes    0041AFC1-0041AFC8        8
47EC38      14    No     0041AFC9-0041AFE1       19
47EC4C      23    Yes    0041AFE2-0041AFE9        8
47EC6F      1F    No     0041AFEA-0041B00D       24
47ECA0      37    No     0041B00E-0041B049       3C
47ECDD      39    No     0041B04A-0041B087       3E
47ED22      18    No     0041B088-0041B0A4       1D
47ED40      21    No     0041B0A5-0041B0CA       26
47ED6D       5    No     0041B0CB-0041B0D4        A
47ED7C     306    No     0041B0D5-0041B3DF      30B
47F082       9    Yes    0041B3E0-0041B3E7        8
47F090    32D6    No     0041B3E8-0041E6C2     32DB
482366      2E    Yes    0041E6C3-0041E6CA        8
482394      14    No     0041E6CB-0041E6E3       19
4823AC      1F    Yes    0041E6E4-0041E6EB        8
4823CB      1F    No     0041E6EC-0041E70F       24
4823EA      18    Yes    0041E710-0041E717        8
482402     3DC    No     0041E718-0041EAF8      3E1
4827DE       E    Yes    0041EAF9-0041EB00        8
4827EC    36E5    No     0041EB01-004221EA     36EA
485ED1      10    Yes    004221EB-004221F2        8
485EE1      20    No     004221F3-00422217       25
485F01      10    Yes    00422218-0042221F        8
485F11      30    No     00422220-00422254       35
485F41       F    Yes    00422255-0042225C        8
485F51      20    No     0042225D-00422281       25
485F72       E    Yes    00422282-00422289        8
485F80     33A    No     0042228A-004225C8      33F
4862BA       C    Yes    004225C9-004225D0        8
4862C7      29    Yes    004225D1-004225D8        8
4862F0      2E    No     004225D9-0042260B       33
48631E      1A    Yes    0042260C-00422613        8
486338     1AE    No     00422614-004227C6      1B3
4864E6      1A    Yes    004227C7-004227CE        8
486500       6    No     004227CF-004227D9        B
486506      22    Yes    004227DA-004227E1        8
486528      10    No     004227E2-004227F6       15
486538      10    Yes    004227F7-004227FE        8
486548       9    Yes    004227FF-00422806        8
486551      17    No     00422807-00422822       1C
486568      13    Yes    00422823-0042282A        8
48657B      32    No     0042282B-00422861       37
4865AD      4A    Yes    00422862-00422869        8
4865F8       F    No     0042286A-0042287D       14
486607      21    Yes    0042287E-00422885        8
486628       C    No     00422886-00422896       11
486634      14    Yes    00422897-0042289E        8
486648      20    No     0042289F-004228C3       25
486668      17    Yes    004228C4-004228CB        8
48667F      36    No     004228CC-00422906       3B
4866B6      45    Yes    00422907-0042290E        8
4866FB       D    No     0042290F-00422920       12
486708      10    Yes    00422921-00422928        8
486718      1C    No     00422929-00422949       21
486734      14    Yes    0042294A-00422951        8
486748       9    No     00422952-0042295F        E
486752      20    Yes    00422960-00422967        8
486772      68    No     00422968-004229D4       6D
4867DA      10    Yes    004229D5-004229DC        8
4867EA      FE    No     004229DD-00422ADF      103
4868E8      20    Yes    00422AE0-00422AE7        8
486908      E9    No     00422AE8-00422BD5       EE
4869F1       F    Yes    00422BD6-00422BDD        8
486A00       D    No     00422BDE-00422BEF       12
486A0D       F    Yes    00422BF0-00422BF7        8
486A1C      40    No     00422BF8-00422C3C       45
486A5C      14    Yes    00422C3D-00422C44        8
486A70      62    No     00422C45-00422CAB       67
486AD2       E    Yes    00422CAC-00422CB3        8
486AE0      21    No     00422CB4-00422CD9       26
486B01      17    Yes    00422CDA-00422CE1        8
486B18       E    No     00422CE2-00422CF4       13
486B26       E    Yes    00422CF5-00422CFC        8
486B34       6    No     00422CFD-00422D07        B
486B3A      16    Yes    00422D08-00422D0F        8
486B50       4    No     00422D10-00422D18        9
486B54      10    Yes    00422D19-00422D20        8
486B64      15    No     00422D21-00422D3A       1A
486B79       F    Yes    00422D3B-00422D42        8
486B88     E2E    No     00422D43-00423B75      E33
4879B6      30    Yes    00423B76-00423B7D        8
4879E6      22    Yes    00423B7E-00423B85        8
487A08       B    Yes    00423B86-00423B8D        8
487A13      21    Yes    00423B8E-00423B95        8
487A34       B    Yes    00423B96-00423B9D        8
487A3F      21    Yes    00423B9E-00423BA5        8
487A60       B    Yes    00423BA6-00423BAD        8
487A6B      21    Yes    00423BAE-00423BB5        8
487A8C       B    Yes    00423BB6-00423BBD        8
487A98      20    Yes    00423BBE-00423BC5        8
487AB8       B    Yes    00423BC6-00423BCD        8
487AC3      21    Yes    00423BCE-00423BD5        8
487AE4       B    Yes    00423BD6-00423BDD        8
487AEF       F    No     00423BDE-00423BF1       14
487AFE      30    Yes    00423BF2-00423BF9        8
487B2E      22    Yes    00423BFA-00423C01        8
487B50       B    Yes    00423C02-00423C09        8
487B5B      20    Yes    00423C0A-00423C11        8
487B7C       B    Yes    00423C12-00423C19        8
487B87      21    Yes    00423C1A-00423C21        8
487BA8       B    Yes    00423C22-00423C29        8
487BB3      21    Yes    00423C2A-00423C31        8
487BD4       B    Yes    00423C32-00423C39        8
487BDF      21    Yes    00423C3A-00423C41        8
487C00       B    Yes    00423C42-00423C49        8
487C0B      21    Yes    00423C4A-00423C51        8
487C2C       B    Yes    00423C52-00423C59        8
487C37     15F    No     00423C5A-00423DBD      164
487D96      30    Yes    00423DBE-00423DC5        8
487DC6      22    Yes    00423DC6-00423DCD        8
487DE8       B    Yes    00423DCE-00423DD5        8
487DF3      21    Yes    00423DD6-00423DDD        8
487E14       B    Yes    00423DDE-00423DE5        8
487E1F      21    Yes    00423DE6-00423DED        8
487E40       B    Yes    00423DEE-00423DF5        8
487E4B      21    Yes    00423DF6-00423DFD        8
487E6C       B    Yes    00423DFE-00423E05        8
487E77      21    Yes    00423E06-00423E0D        8
487E98       B    Yes    00423E0E-00423E15        8
487EA3      21    Yes    00423E16-00423E1D        8
487EC4       B    Yes    00423E1E-00423E25        8
487ECF       F    No     00423E26-00423E39       14
487EDE      30    Yes    00423E3A-00423E41        8
487F0E      22    Yes    00423E42-00423E49        8
487F30       B    Yes    00423E4A-00423E51        8
487F3B      21    Yes    00423E52-00423E59        8
487F5C       B    Yes    00423E5A-00423E61        8
487F67      21    Yes    00423E62-00423E69        8
487F88       B    Yes    00423E6A-00423E71        8
487F93      21    Yes    00423E72-00423E79        8
487FB4       B    Yes    00423E7A-00423E81        8
487FBF      21    Yes    00423E82-00423E89        8
487FE0       B    Yes    00423E8A-00423E91        8
487FEB      21    Yes    00423E92-00423E99        8
48800C       B    Yes    00423E9A-00423EA1        8
488017     15F    No     00423EA2-00424005      164
488176      30    Yes    00424006-0042400D        8
4881A6      22    Yes    0042400E-00424015        8
4881C8       B    Yes    00424016-0042401D        8
4881D3      21    Yes    0042401E-00424025        8
4881F4       B    Yes    00424026-0042402D        8
4881FF      21    Yes    0042402E-00424035        8
488220       B    Yes    00424036-0042403D        8
48822B      21    Yes    0042403E-00424045        8
48824C       B    Yes    00424046-0042404D        8
488257      21    Yes    0042404E-00424055        8
488278       B    Yes    00424056-0042405D        8
488283      21    Yes    0042405E-00424065        8
4882A4       B    Yes    00424066-0042406D        8
4882AF       F    No     0042406E-00424081       14
4882BE      30    Yes    00424082-00424089        8
4882EE      22    Yes    0042408A-00424091        8
488310       B    Yes    00424092-00424099        8
48831B      20    Yes    0042409A-004240A1        8
48833C       B    Yes    004240A2-004240A9        8
488347      21    Yes    004240AA-004240B1        8
488368       B    Yes    004240B2-004240B9        8
488373      21    Yes    004240BA-004240C1        8
488394       B    Yes    004240C2-004240C9        8
48839F      20    Yes    004240CA-004240D1        8
4883C0       B    Yes    004240D2-004240D9        8
4883CB      21    Yes    004240DA-004240E1        8
4883EC       B    Yes    004240E2-004240E9        8
4883F7     2A7    No     004240EA-00424395      2AC
48869E      30    Yes    00424396-0042439D        8
4886CE      22    Yes    0042439E-004243A5        8
4886F0       B    Yes    004243A6-004243AD        8
4886FB      21    Yes    004243AE-004243B5        8
48871C       B    Yes    004243B6-004243BD        8
488727      21    Yes    004243BE-004243C5        8
488748       B    Yes    004243C6-004243CD        8
488753      21    Yes    004243CE-004243D5        8
488774       B    Yes    004243D6-004243DD        8
48877F      21    Yes    004243DE-004243E5        8
4887A0       B    Yes    004243E6-004243ED        8
4887AB      21    Yes    004243EE-004243F5        8
4887CC       B    Yes    004243F6-004243FD        8
4887D7     2A7    No     004243FE-004246A9      2AC
488A7E      30    Yes    004246AA-004246B1        8
488AAE      22    Yes    004246B2-004246B9        8
488AD0       B    Yes    004246BA-004246C1        8
488ADB      21    Yes    004246C2-004246C9        8
488AFC       B    Yes    004246CA-004246D1        8
488B07      21    Yes    004246D2-004246D9        8
488B28       B    Yes    004246DA-004246E1        8
488B33      21    Yes    004246E2-004246E9        8
488B54       B    Yes    004246EA-004246F1        8
488B5F      21    Yes    004246F2-004246F9        8
488B80       B    Yes    004246FA-00424701        8
488B8B      21    Yes    00424702-00424709        8
488BAC       B    Yes    0042470A-00424711        8
488BB7     2A7    No     00424712-004249BD      2AC
488E5E      30    Yes    004249BE-004249C5        8
488E8E      22    Yes    004249C6-004249CD        8
488EB0       B    Yes    004249CE-004249D5        8
488EBB      21    Yes    004249D6-004249DD        8
488EDC       B    Yes    004249DE-004249E5        8
488EE7      21    Yes    004249E6-004249ED        8
488F08       B    Yes    004249EE-004249F5        8
488F13      21    Yes    004249F6-004249FD        8
488F34       B    Yes    004249FE-00424A05        8
488F3F      20    Yes    00424A06-00424A0D        8
488F60       B    Yes    00424A0E-00424A15        8
488F6B      20    Yes    00424A16-00424A1D        8
488F8C       B    Yes    00424A1E-00424A25        8
488F97     91F    No     00424A26-00425349      924
4898B6      30    Yes    0042534A-00425351        8
4898E6      22    Yes    00425352-00425359        8
489908       B    Yes    0042535A-00425361        8
489913      21    Yes    00425362-00425369        8
489934       B    Yes    0042536A-00425371        8
489940      20    Yes    00425372-00425379        8
489960       B    Yes    0042537A-00425381        8
48996B      21    Yes    00425382-00425389        8
48998C       B    Yes    0042538A-00425391        8
489997      21    Yes    00425392-00425399        8
4899B8       B    Yes    0042539A-004253A1        8
4899C3      21    Yes    004253A2-004253A9        8
4899E4       B    Yes    004253AA-004253B1        8
4899EF       F    No     004253B2-004253C5       14
4899FE      30    Yes    004253C6-004253CD        8
489A2E      22    Yes    004253CE-004253D5        8
489A50       B    Yes    004253D6-004253DD        8
489A5B      21    Yes    004253DE-004253E5        8
489A7C       B    Yes    004253E6-004253ED        8
489A87      21    Yes    004253EE-004253F5        8
489AA8       B    Yes    004253F6-004253FD        8
489AB3      21    Yes    004253FE-00425405        8
489AD4       B    Yes    00425406-0042540D        8
489ADF      21    Yes    0042540E-00425415        8
489B00       B    Yes    00425416-0042541D        8
489B0B      21    Yes    0042541E-00425425        8
489B2C       B    Yes    00425426-0042542D        8
489B37     15F    No     0042542E-00425591      164
489C96      30    Yes    00425592-00425599        8
489CC6      1F    Yes    0042559A-004255A1        8
489CE8       B    Yes    004255A2-004255A9        8
489CF6      1C    Yes    004255AA-004255B1        8
489D14       B    Yes    004255B2-004255B9        8
489D20      1F    Yes    004255BA-004255C1        8
489D40       B    Yes    004255C2-004255C9        8
489D4C      1D    Yes    004255CA-004255D1        8
489D6C       B    Yes    004255D2-004255D9        8
489D7A      1C    Yes    004255DA-004255E1        8
489D98       B    Yes    004255E2-004255E9        8
489DA4      1F    Yes    004255EA-004255F1        8
489DC4       B    Yes    004255F2-004255F9        8
489DD0       E    No     004255FA-0042560C       13
489DDE      30    Yes    0042560D-00425614        8
489E10      1F    Yes    00425615-0042561C        8
489E30       B    Yes    0042561D-00425624        8
489E3D      1F    Yes    00425625-0042562C        8
489E5D       A    Yes    0042562D-00425634        8
489E6A      1C    Yes    00425635-0042563C        8
489E88       B    Yes    0042563D-00425644        8
489E94      1F    Yes    00425645-0042564C        8
489EB4       B    Yes    0042564D-00425654        8
489EC1      1C    Yes    00425655-0042565C        8
489EE0       B    Yes    0042565D-00425664        8
489EEE      1C    Yes    00425665-0042566C        8
489F0C       B    Yes    0042566D-00425674        8
489F18     15E    No     00425675-004257D7      163
48A076      30    Yes    004257D8-004257DF        8
48A0A9      1D    Yes    004257E0-004257E7        8
48A0C8       B    Yes    004257E8-004257EF        8
48A0D4      20    Yes    004257F0-004257F7        8
48A0F4       B    Yes    004257F8-004257FF        8
48A0FF      21    Yes    00425800-00425807        8
48A121       A    Yes    00425808-0042580F        8
48A12B      21    Yes    00425810-00425817        8
48A14C       B    Yes    00425818-0042581F        8
48A157      20    Yes    00425820-00425827        8
48A178       B    Yes    00425828-0042582F        8
48A184      1D    Yes    00425830-00425837        8
48A1A4       B    Yes    00425838-0042583F        8
48A1B0       E    No     00425840-00425852       13
48A1BE      30    Yes    00425853-0042585A        8
48A1EE      22    Yes    0042585B-00425862        8
48A211       A    Yes    00425863-0042586A        8
48A21E      1E    Yes    0042586B-00425872        8
48A23C       B    Yes    00425873-0042587A        8
48A247      20    Yes    0042587B-00425882        8
48A268       B    Yes    00425883-0042588A        8
48A274      20    Yes    0042588B-00425892        8
48A295       A    Yes    00425893-0042589A        8
48A29F      21    Yes    0042589B-004258A2        8
48A2C0       B    Yes    004258A3-004258AA        8
48A2CB      21    Yes    004258AB-004258B2        8
48A2EC       A    Yes    004258B3-004258BA        8
48A2F7     2A7    No     004258BB-00425B66      2AC
48A59E      30    Yes    00425B67-00425B6E        8
48A5D2      1C    Yes    00425B6F-00425B76        8
48A5F0       B    Yes    00425B77-00425B7E        8
48A5FC      1F    Yes    00425B7F-00425B86        8
48A61C       B    Yes    00425B87-00425B8E        8
48A628      1D    Yes    00425B8F-00425B96        8
48A648       B    Yes    00425B97-00425B9E        8
48A656      1C    Yes    00425B9F-00425BA6        8
48A674       B    Yes    00425BA7-00425BAE        8
48A680      1F    Yes    00425BAF-00425BB6        8
48A6A0       B    Yes    00425BB7-00425BBE        8
48A6AC      1D    Yes    00425BBF-00425BC6        8
48A6CC       B    Yes    00425BC7-00425BCE        8
48A6D8     2A6    No     00425BCF-00425E79      2AB
48A97E      30    Yes    00425E7A-00425E81        8
48A9B0      1F    Yes    00425E82-00425E89        8
48A9D0       B    Yes    00425E8A-00425E91        8
48A9DC      1D    Yes    00425E92-00425E99        8
48A9FC       B    Yes    00425E9A-00425EA1        8
48AA0A      1C    Yes    00425EA2-00425EA9        8
48AA28       B    Yes    00425EAA-00425EB1        8
48AA34      1F    Yes    00425EB2-00425EB9        8
48AA54       B    Yes    00425EBA-00425EC1        8
48AA60      1D    Yes    00425EC2-00425EC9        8
48AA80       B    Yes    00425ECA-00425ED1        8
48AA8E      1C    Yes    00425ED2-00425ED9        8
48AAAC       B    Yes    00425EDA-00425EE1        8
48AAB8     2A6    No     00425EE2-0042618C      2AB
48AD5E      30    Yes    0042618D-00426194        8
48AD8E      1F    Yes    00426195-0042619C        8
48ADB0       B    Yes    0042619D-004261A4        8
48ADBE      1C    Yes    004261A5-004261AC        8
48ADDC       B    Yes    004261AD-004261B4        8
48ADE8      1F    Yes    004261B5-004261BC        8
48AE08       B    Yes    004261BD-004261C4        8
48AE14      1D    Yes    004261C5-004261CC        8
48AE34       B    Yes    004261CD-004261D4        8
48AE42      1C    Yes    004261D5-004261DC        8
48AE60       B    Yes    004261DD-004261E4        8
48AE6C      20    Yes    004261E5-004261EC        8
48AE8C       B    Yes    004261ED-004261F4        8
48AE98     91E    No     004261F5-00426B17      923
48B7B6      30    Yes    00426B18-00426B1F        8
48B7EA      1C    Yes    00426B20-00426B27        8
48B808       B    Yes    00426B28-00426B2F        8
48B814      1F    Yes    00426B30-00426B37        8
48B834       B    Yes    00426B38-00426B3F        8
48B83F      1E    Yes    00426B40-00426B47        8
48B860       B    Yes    00426B48-00426B4F        8
48B86D      1D    Yes    00426B50-00426B57        8
48B88C       B    Yes    00426B58-00426B5F        8
48B898      20    Yes    00426B60-00426B67        8
48B8B8       B    Yes    00426B68-00426B6F        8
48B8C4      1D    Yes    00426B70-00426B77        8
48B8E4       B    Yes    00426B78-00426B7F        8
48B8F0       6    No     00426B80-00426B8A        B
48B8FC       2    No     00426B8B-00426B91        7
48B8FE      30    Yes    00426B92-00426B99        8
48B92E      1F    Yes    00426B9A-00426BA1        8
48B950       B    Yes    00426BA2-00426BA9        8
48B95E      1C    Yes    00426BAA-00426BB1        8
48B97C       B    Yes    00426BB2-00426BB9        8
48B988      1F    Yes    00426BBA-00426BC1        8
48B9A8       B    Yes    00426BC2-00426BC9        8
48B9B4      1D    Yes    00426BCA-00426BD1        8
48B9D4       B    Yes    00426BD2-00426BD9        8
48B9E2      1C    Yes    00426BDA-00426BE1        8
48BA00       B    Yes    00426BE2-00426BE9        8
48BA0C      1F    Yes    00426BEA-00426BF1        8
48BA2C       B    Yes    00426BF2-00426BF9        8
48BA38     15E    No     00426BFA-00426D5C      163
48BB96      30    Yes    00426D5D-00426D64        8
48BBC8      1F    Yes    00426D65-00426D6C        8
48BBE8       B    Yes    00426D6D-00426D74        8
48BBF4      1D    Yes    00426D75-00426D7C        8
48BC14       B    Yes    00426D7D-00426D84        8
48BC22      1C    Yes    00426D85-00426D8C        8
48BC40       B    Yes    00426D8D-00426D94        8
48BC4C      1F    Yes    00426D95-00426D9C        8
48BC6C       B    Yes    00426D9D-00426DA4        8
48BC78      1D    Yes    00426DA5-00426DAC        8
48BC98       B    Yes    00426DAD-00426DB4        8
48BCA5      1D    Yes    00426DB5-00426DBC        8
48BCC4       B    Yes    00426DBD-00426DC4        8
48BCD0       E    No     00426DC5-00426DD7       13
48BCDE      30    Yes    00426DD8-00426DDF        8
48BD0E      20    Yes    00426DE0-00426DE7        8
48BD30       B    Yes    00426DE8-00426DEF        8
48BD3C      20    Yes    00426DF0-00426DF7        8
48BD5C       B    Yes    00426DF8-00426DFF        8
48BD67      1B    Yes    00426E00-00426E07        8
48BD88       B    Yes    00426E08-00426E0F        8
48BD94      1E    Yes    00426E10-00426E17        8
48BDB4       B    Yes    00426E18-00426E1F        8
48BDC0      1E    Yes    00426E20-00426E27        8
48BDE0       B    Yes    00426E28-00426E2F        8
48BDEC      1D    Yes    00426E30-00426E37        8
48BE0C       B    Yes    00426E38-00426E3F        8
48BE18     15E    No     00426E40-00426FA2      163
48BF76      30    Yes    00426FA3-00426FAA        8
48BFA6      1F    Yes    00426FAB-00426FB2        8
48BFC8       B    Yes    00426FB3-00426FBA        8
48BFD6      1C    Yes    00426FBB-00426FC2        8
48BFF4       B    Yes    00426FC3-00426FCA        8
48C000      1F    Yes    00426FCB-00426FD2        8
48C020       B    Yes    00426FD3-00426FDA        8
48C02C      1D    Yes    00426FDB-00426FE2        8
48C04C       B    Yes    00426FE3-00426FEA        8
48C05A      1C    Yes    00426FEB-00426FF2        8
48C078       B    Yes    00426FF3-00426FFA        8
48C084      1F    Yes    00426FFB-00427002        8
48C0A4       B    Yes    00427003-0042700A        8
48C0B0       E    No     0042700B-0042701D       13
48C0BE      30    Yes    0042701E-00427025        8
48C0F0      1F    Yes    00427026-0042702D        8
48C110       B    Yes    0042702E-00427035        8
48C11C      1D    Yes    00427036-0042703D        8
48C13C       B    Yes    0042703E-00427045        8
48C149      1D    Yes    00427046-0042704D        8
48C168       B    Yes    0042704E-00427055        8
48C173      20    Yes    00427056-0042705D        8
48C194       B    Yes    0042705E-00427065        8
48C1A0      1D    Yes    00427066-0042706D        8
